Country,Sector,Gas,year,cons
Italy,Land-Use Change and Forestry,N2O,2014,0.0
Italy,Manufacturing/Construction,All GHG,2014,35.24
Italy,Manufacturing/Construction,CO2,2014,35.12
Italy,Manufacturing/Construction,CH4,2014,0.05
Italy,Manufacturing/Construction,N2O,2014,0.07
Italy,Other Fuel Combustion,All GHG,2014,7.16
Italy,Other Fuel Combustion,CO2,2014,7.11
Italy,Other Fuel Combustion,CH4,2014,0.03
Italy,Other Fuel Combustion,N2O,2014,0.02
Italy,Total excluding LUCF,All GHG,2014,402.58
Italy,Total excluding LUCF,CO2,2014,327.5
Italy,Total excluding LUCF,CH4,2014,44.07
Italy,Total excluding LUCF,N2O,2014,16.2
Italy,Total excluding LUCF,F-Gas,2014,14.81
Italy,Total including LUCF,All GHG,2014,367.92
Italy,Total including LUCF,CO2,2014,292.83
Italy,Total including LUCF,CH4,2014,44.08
Italy,Total including LUCF,N2O,2014,16.2
Italy,Total including LUCF,F-Gas,2014,14.81
Italy,Transportation,All GHG,2014,107.96
Italy,Transportation,CO2,2014,105.39
Italy,Transportation,CH4,2014,0.58
Italy,Transportation,N2O,2014,1.99
Italy,Waste,All GHG,2014,17.64
Italy,Waste,CH4,2014,16.29
Italy,Waste,N2O,2014,1.35
Italy,Agriculture,All GHG,2013,32.11
Italy,Agriculture,CH4,2013,20.58
Italy,Agriculture,N2O,2013,11.53
Italy,Building,All GHG,2013,71.67
Italy,Building,CO2,2013,69.04
Italy,Building,CH4,2013,2.25
Italy,Building,N2O,2013,0.38
Italy,Bunker Fuels,All GHG,2013,16.2
Italy,Bunker Fuels,CO2,2013,16.02
Italy,Bunker Fuels,CH4,2013,0.02
Italy,Bunker Fuels,N2O,2013,0.13
Italy,Electricity/Heat,All GHG,2013,123.23
Italy,Electricity/Heat,CO2,2013,123.0
Italy,Electricity/Heat,CH4,2013,0.17
Italy,Electricity/Heat,N2O,2013,0.45
Italy,Energy,All GHG,2013,348.6
Italy,Energy,CO2,2013,337.58
Italy,Energy,CH4,2013,8.11
Italy,Energy,N2O,2013,2.91
Italy,Fugitive Emissions,All GHG,2013,5.09
Italy,Fugitive Emissions,CO2,2013,0.01
Italy,Fugitive Emissions,CH4,2013,5.05
Italy,Fugitive Emissions,N2O,2013,0.03
Italy,Industrial Processes,All GHG,2013,23.85
Italy,Industrial Processes,CO2,2013,8.88
Italy,Industrial Processes,CH4,2013,0.05
Italy,Industrial Processes,N2O,2013,0.77
Italy,Industrial Processes,F-Gas,2013,14.15
Italy,Land-Use Change and Forestry,All GHG,2013,-34.66
Italy,Land-Use Change and Forestry,CO2,2013,-34.67
Italy,Land-Use Change and Forestry,CH4,2013,0.0
Italy,Land-Use Change and Forestry,N2O,2013,0.0
Italy,Manufacturing/Construction,All GHG,2013,38.22
Italy,Manufacturing/Construction,CO2,2013,38.08
Italy,Manufacturing/Construction,CH4,2013,0.05
Italy,Manufacturing/Construction,N2O,2013,0.08
Italy,Other Fuel Combustion,All GHG,2013,7.15
Italy,Other Fuel Combustion,CO2,2013,7.11
Italy,Other Fuel Combustion,CH4,2013,0.02
Italy,Other Fuel Combustion,N2O,2013,0.02
Italy,Total excluding LUCF,All GHG,2013,422.3
Italy,Total excluding LUCF,CO2,2013,346.46
Italy,Total excluding LUCF,CH4,2013,45.13
Italy,Total excluding LUCF,N2O,2013,16.56
Italy,Total excluding LUCF,F-Gas,2013,14.15
Italy,Total including LUCF,All GHG,2013,387.64
Italy,Total including LUCF,CO2,2013,311.79
Italy,Total including LUCF,CH4,2013,45.13
Italy,Total including LUCF,N2O,2013,16.57
Italy,Total including LUCF,F-Gas,2013,14.15
Italy,Transportation,All GHG,2013,103.25
Italy,Transportation,CO2,2013,100.72
Italy,Transportation,CH4,2013,0.57
Italy,Transportation,N2O,2013,1.95
Italy,Waste,All GHG,2013,17.74
Italy,Waste,CH4,2013,16.39
Italy,Waste,N2O,2013,1.35
Italy,Agriculture,All GHG,2012,32.68
Italy,Agriculture,CH4,2012,21.11
Italy,Agriculture,N2O,2012,11.57
Italy,Building,All GHG,2012,72.19
Italy,Building,CO2,2012,69.57
Italy,Building,CH4,2012,2.25
Italy,Building,N2O,2012,0.38
Italy,Bunker Fuels,All GHG,2012,17.41
Italy,Bunker Fuels,CO2,2012,17.25
Italy,Bunker Fuels,CH4,2012,0.02
Italy,Bunker Fuels,N2O,2012,0.14
Italy,Electricity/Heat,All GHG,2012,144.65
Italy,Electricity/Heat,CO2,2012,144.03
Italy,Electricity/Heat,CH4,2012,0.17
Italy,Electricity/Heat,N2O,2012,0.46
Italy,Energy,All GHG,2012,378.12
Italy,Energy,CO2,2012,366.68
Italy,Energy,CH4,2012,8.43
Italy,Energy,N2O,2012,3.01
Italy,Fugitive Emissions,All GHG,2012,5.41
Italy,Fugitive Emissions,CO2,2012,
Italy,Fugitive Emissions,CH4,2012,5.37
Italy,Fugitive Emissions,N2O,2012,0.03
Italy,Industrial Processes,All GHG,2012,24.47
Italy,Industrial Processes,CO2,2012,10.07
Italy,Industrial Processes,CH4,2012,0.06
Italy,Industrial Processes,N2O,2012,0.83
Italy,Industrial Processes,F-Gas,2012,13.51
Italy,Land-Use Change and Forestry,All GHG,2012,-34.63
Italy,Land-Use Change and Forestry,CO2,2012,-34.67
Italy,Land-Use Change and Forestry,CH4,2012,0.02
Italy,Land-Use Change and Forestry,N2O,2012,0.02
Italy,Manufacturing/Construction,All GHG,2012,43.47
Italy,Manufacturing/Construction,CO2,2012,43.32
Italy,Manufacturing/Construction,CH4,2012,0.06
Italy,Manufacturing/Construction,N2O,2012,0.1
Italy,Other Fuel Combustion,All GHG,2012,7.29
Italy,Other Fuel Combustion,CO2,2012,7.25
Italy,Other Fuel Combustion,CH4,2012,0.02
Italy,Other Fuel Combustion,N2O,2012,0.02
Italy,Total excluding LUCF,All GHG,2012,454.26
Italy,Total excluding LUCF,CO2,2012,376.75
Italy,Total excluding LUCF,CH4,2012,47.27
Italy,Total excluding LUCF,N2O,2012,16.73
Italy,Total excluding LUCF,F-Gas,2012,13.51
Italy,Total including LUCF,All GHG,2012,419.63
Italy,Total including LUCF,CO2,2012,342.08
Italy,Total including LUCF,CH4,2012,47.28
Italy,Total including LUCF,N2O,2012,16.75
Italy,Total including LUCF,F-Gas,2012,13.51
Italy,Transportation,All GHG,2012,105.11
Italy,Transportation,CO2,2012,102.51
Italy,Transportation,CH4,2012,0.56
Italy,Transportation,N2O,2012,2.03
Italy,Waste,All GHG,2012,18.98
Italy,Waste,CH4,2012,17.66
Italy,Waste,N2O,2012,1.32
Italy,Agriculture,All GHG,2011,32.03
Italy,Agriculture,CH4,2011,20.94
Italy,Agriculture,N2O,2011,11.09
Italy,Building,All GHG,2011,72.28
Italy,Building,CO2,2011,70.39
Italy,Building,CH4,2011,1.61
Italy,Building,N2O,2011,0.28
Italy,Bunker Fuels,All GHG,2011,17.94
Italy,Bunker Fuels,CO2,2011,17.78
Italy,Bunker Fuels,CH4,2011,0.02
Italy,Bunker Fuels,N2O,2011,0.14
Italy,Electricity/Heat,All GHG,2011,152.63
Italy,Electricity/Heat,CO2,2011,152.01
Italy,Electricity/Heat,CH4,2011,0.17
Italy,Electricity/Heat,N2O,2011,0.45
Italy,Energy,All GHG,2011,395.13
Italy,Energy,CO2,2011,384.11
Italy,Energy,CH4,2011,7.97
Italy,Energy,N2O,2011,3.05
Italy,Fugitive Emissions,All GHG,2011,5.55
Italy,Fugitive Emissions,CO2,2011,
Italy,Fugitive Emissions,CH4,2011,5.52
Italy,Fugitive Emissions,N2O,2011,0.03
Italy,Industrial Processes,All GHG,2011,26.42
Italy,Industrial Processes,CO2,2011,12.58
Italy,Industrial Processes,CH4,2011,0.07
Italy,Industrial Processes,N2O,2011,0.84
Italy,Industrial Processes,F-Gas,2011,12.93
Italy,Land-Use Change and Forestry,All GHG,2011,-34.66
Italy,Land-Use Change and Forestry,CO2,2011,-34.67
Italy,Land-Use Change and Forestry,CH4,2011,0.0
Italy,Land-Use Change and Forestry,N2O,2011,0.0
Italy,Manufacturing/Construction,All GHG,2011,45.19
Italy,Manufacturing/Construction,CO2,2011,45.03
Italy,Manufacturing/Construction,CH4,2011,0.06
Italy,Manufacturing/Construction,N2O,2011,0.1
Italy,Other Fuel Combustion,All GHG,2011,7.57
Italy,Other Fuel Combustion,CO2,2011,7.53
Italy,Other Fuel Combustion,CH4,2011,0.02
Italy,Other Fuel Combustion,N2O,2011,0.02
Italy,Total excluding LUCF,All GHG,2011,472.47
Italy,Total excluding LUCF,CO2,2011,396.69
Italy,Total excluding LUCF,CH4,2011,46.58
Italy,Total excluding LUCF,N2O,2011,16.28
Italy,Total excluding LUCF,F-Gas,2011,12.93
Italy,Total including LUCF,All GHG,2011,437.82
Italy,Total including LUCF,CO2,2011,362.02
Italy,Total including LUCF,CH4,2011,46.59
Italy,Total including LUCF,N2O,2011,16.28
Italy,Total including LUCF,F-Gas,2011,12.93
Italy,Transportation,All GHG,2011,111.91
Italy,Transportation,CO2,2011,109.15
Italy,Transportation,CH4,2011,0.6
Italy,Transportation,N2O,2011,2.17
Italy,Waste,All GHG,2011,18.9
Italy,Waste,CH4,2011,17.6
Italy,Waste,N2O,2011,1.3
Italy,Agriculture,All GHG,2010,32.73
Italy,Agriculture,CH4,2010,21.64
Italy,Agriculture,N2O,2010,11.09
Italy,Building,All GHG,2010,78.99
Italy,Building,CO2,2010,76.15
Italy,Building,CH4,2010,2.43
Italy,Building,N2O,2010,0.41
Italy,Bunker Fuels,All GHG,2010,19.26
Italy,Bunker Fuels,CO2,2010,19.08
Italy,Bunker Fuels,CH4,2010,0.02
Italy,Bunker Fuels,N2O,2010,0.15
Italy,Electricity/Heat,All GHG,2010,153.7
Italy,Electricity/Heat,CO2,2010,153.13
Italy,Electricity/Heat,CH4,2010,0.15
Italy,Electricity/Heat,N2O,2010,0.41
Italy,Energy,All GHG,2010,404.23
Italy,Energy,CO2,2010,391.99
Italy,Energy,CH4,2010,9.08
Italy,Energy,N2O,2010,3.16
Italy,Fugitive Emissions,All GHG,2010,5.85
Italy,Fugitive Emissions,CO2,2010,
Italy,Fugitive Emissions,CH4,2010,5.82
Italy,Fugitive Emissions,N2O,2010,0.03
Italy,Industrial Processes,All GHG,2010,26.57
Italy,Industrial Processes,CO2,2010,13.28
Italy,Industrial Processes,CH4,2010,0.06
Italy,Industrial Processes,N2O,2010,1.22
Italy,Industrial Processes,F-Gas,2010,12.01
Italy,Land-Use Change and Forestry,All GHG,2010,-34.71
Italy,Land-Use Change and Forestry,CO2,2010,-34.71
Italy,Land-Use Change and Forestry,CH4,2010,0.0
Italy,Land-Use Change and Forestry,N2O,2010,0.0
Italy,Manufacturing/Construction,All GHG,2010,45.94
Italy,Manufacturing/Construction,CO2,2010,45.8
Italy,Manufacturing/Construction,CH4,2010,0.05
Italy,Manufacturing/Construction,N2O,2010,0.09
Italy,Other Fuel Combustion,All GHG,2010,7.77
Italy,Other Fuel Combustion,CO2,2010,7.72
Italy,Other Fuel Combustion,CH4,2010,0.03
Italy,Other Fuel Combustion,N2O,2010,0.02
Italy,Total excluding LUCF,All GHG,2010,483.09
Italy,Total excluding LUCF,CO2,2010,405.27
Italy,Total excluding LUCF,CH4,2010,48.99
Italy,Total excluding LUCF,N2O,2010,16.82
Italy,Total excluding LUCF,F-Gas,2010,12.01
Italy,Total including LUCF,All GHG,2010,448.37
Italy,Total including LUCF,CO2,2010,370.56
Italy,Total including LUCF,CH4,2010,48.99
Italy,Total including LUCF,N2O,2010,16.82
Italy,Total including LUCF,F-Gas,2010,12.01
Italy,Transportation,All GHG,2010,111.98
Italy,Transportation,CO2,2010,109.19
Italy,Transportation,CH4,2010,0.6
Italy,Transportation,N2O,2010,2.19
Italy,Waste,All GHG,2010,19.55
Italy,Waste,CH4,2010,18.21
Italy,Waste,N2O,2010,1.34
Italy,Agriculture,All GHG,2009,32.65
Italy,Agriculture,CH4,2009,21.52
Italy,Agriculture,N2O,2009,11.13
Italy,Building,All GHG,2009,76.11
Italy,Building,CO2,2009,73.2
Italy,Building,CH4,2009,2.49
Italy,Building,N2O,2009,0.42
Italy,Bunker Fuels,All GHG,2009,16.71
Italy,Bunker Fuels,CO2,2009,16.55
Italy,Bunker Fuels,CH4,2009,0.02
Italy,Bunker Fuels,N2O,2009,0.13
Italy,Electricity/Heat,All GHG,2009,147.92
Italy,Electricity/Heat,CO2,2009,147.37
Italy,Electricity/Heat,CH4,2009,0.15
Italy,Electricity/Heat,N2O,2009,0.4
Italy,Energy,All GHG,2009,395.64
Italy,Energy,CO2,2009,383.72
Italy,Energy,CH4,2009,8.77
Italy,Energy,N2O,2009,3.16
Italy,Fugitive Emissions,All GHG,2009,5.49
Italy,Fugitive Emissions,CO2,2009,
Italy,Fugitive Emissions,CH4,2009,5.46
Italy,Fugitive Emissions,N2O,2009,0.04
Italy,Industrial Processes,All GHG,2009,26.43
Italy,Industrial Processes,CO2,2009,13.34
Italy,Industrial Processes,CH4,2009,0.04
Italy,Industrial Processes,N2O,2009,1.74
Italy,Industrial Processes,F-Gas,2009,11.31
Italy,Land-Use Change and Forestry,All GHG,2009,-34.7
Italy,Land-Use Change and Forestry,CO2,2009,-34.71
Italy,Land-Use Change and Forestry,CH4,2009,0.01
Italy,Land-Use Change and Forestry,N2O,2009,0.01
Italy,Manufacturing/Construction,All GHG,2009,43.36
Italy,Manufacturing/Construction,CO2,2009,43.22
Italy,Manufacturing/Construction,CH4,2009,0.05
Italy,Manufacturing/Construction,N2O,2009,0.08
Italy,Other Fuel Combustion,All GHG,2009,8.13
Italy,Other Fuel Combustion,CO2,2009,8.08
Italy,Other Fuel Combustion,CH4,2009,0.03
Italy,Other Fuel Combustion,N2O,2009,0.02
Italy,Total excluding LUCF,All GHG,2009,474.47
Italy,Total excluding LUCF,CO2,2009,397.06
Italy,Total excluding LUCF,CH4,2009,48.74
Italy,Total excluding LUCF,N2O,2009,17.37
Italy,Total excluding LUCF,F-Gas,2009,11.31
Italy,Total including LUCF,All GHG,2009,439.76
Italy,Total including LUCF,CO2,2009,362.34
Italy,Total including LUCF,CH4,2009,48.74
Italy,Total including LUCF,N2O,2009,17.37
Italy,Total including LUCF,F-Gas,2009,11.31
Italy,Transportation,All GHG,2009,114.63
Italy,Transportation,CO2,2009,111.84
Italy,Transportation,CH4,2009,0.6
Italy,Transportation,N2O,2009,2.19
Italy,Waste,All GHG,2009,19.74
Italy,Waste,CH4,2009,18.4
Italy,Waste,N2O,2009,1.34
Italy,Agriculture,All GHG,2008,33.82
Italy,Agriculture,CH4,2008,21.48
Italy,Agriculture,N2O,2008,12.34
Italy,Building,All GHG,2008,75.47
Italy,Building,CO2,2008,72.45
Italy,Building,CH4,2008,2.58
Italy,Building,N2O,2008,0.44
Italy,Bunker Fuels,All GHG,2008,18.2
Italy,Bunker Fuels,CO2,2008,18.0
Italy,Bunker Fuels,CH4,2008,0.02
Italy,Bunker Fuels,N2O,2008,0.15
Italy,Electricity/Heat,All GHG,2008,174.14
Italy,Electricity/Heat,CO2,2008,174.0
Italy,Electricity/Heat,CH4,2008,0.15
Italy,Electricity/Heat,N2O,2008,0.43
Italy,Energy,All GHG,2008,441.59
Italy,Energy,CO2,2008,428.85
Italy,Energy,CH4,2008,9.48
Italy,Energy,N2O,2008,3.25
Italy,Fugitive Emissions,All GHG,2008,6.09
Italy,Fugitive Emissions,CO2,2008,
Italy,Fugitive Emissions,CH4,2008,6.05
Italy,Fugitive Emissions,N2O,2008,0.04
Italy,Industrial Processes,All GHG,2008,28.43
Italy,Industrial Processes,CO2,2008,16.13
Italy,Industrial Processes,CH4,2008,0.07
Italy,Industrial Processes,N2O,2008,1.72
Italy,Industrial Processes,F-Gas,2008,10.51
Italy,Land-Use Change and Forestry,All GHG,2008,-34.71
Italy,Land-Use Change and Forestry,CO2,2008,-34.71
Italy,Land-Use Change and Forestry,CH4,2008,0.0
Italy,Land-Use Change and Forestry,N2O,2008,0.0
Italy,Manufacturing/Construction,All GHG,2008,57.14
Italy,Manufacturing/Construction,CO2,2008,56.96
Italy,Manufacturing/Construction,CH4,2008,0.07
Italy,Manufacturing/Construction,N2O,2008,0.11
Italy,Other Fuel Combustion,All GHG,2008,8.01
Italy,Other Fuel Combustion,CO2,2008,7.97
Italy,Other Fuel Combustion,CH4,2008,0.03
Italy,Other Fuel Combustion,N2O,2008,0.02
Italy,Total excluding LUCF,All GHG,2008,523.49
Italy,Total excluding LUCF,CO2,2008,444.98
Italy,Total excluding LUCF,CH4,2008,49.35
Italy,Total excluding LUCF,N2O,2008,18.65
Italy,Total excluding LUCF,F-Gas,2008,10.51
Italy,Total including LUCF,All GHG,2008,488.78
Italy,Total including LUCF,CO2,2008,410.27
Italy,Total including LUCF,CH4,2008,49.35
Italy,Total including LUCF,N2O,2008,18.66
Italy,Total including LUCF,F-Gas,2008,10.51
Italy,Transportation,All GHG,2008,120.74
Italy,Transportation,CO2,2008,117.93
Italy,Transportation,CH4,2008,0.6
Italy,Transportation,N2O,2008,2.21
Italy,Waste,All GHG,2008,19.65
Italy,Waste,CH4,2008,18.31
Italy,Waste,N2O,2008,1.34
Italy,Agriculture,All GHG,2007,34.14
Italy,Agriculture,CH4,2007,21.17
Italy,Agriculture,N2O,2007,12.97
Italy,Building,All GHG,2007,71.01
Italy,Building,CO2,2007,68.44
Italy,Building,CH4,2007,2.19
Italy,Building,N2O,2007,0.38
Italy,Bunker Fuels,All GHG,2007,18.14
Italy,Bunker Fuels,CO2,2007,17.98
Italy,Bunker Fuels,CH4,2007,0.02
Italy,Bunker Fuels,N2O,2007,0.15
Italy,Electricity/Heat,All GHG,2007,180.07
Italy,Electricity/Heat,CO2,2007,179.47
Italy,Electricity/Heat,CH4,2007,0.16
Italy,Electricity/Heat,N2O,2007,0.45
Italy,Energy,All GHG,2007,453.86
Italy,Energy,CO2,2007,441.46
Italy,Energy,CH4,2007,9.18
Italy,Energy,N2O,2007,3.22
Italy,Fugitive Emissions,All GHG,2007,6.17
Italy,Fugitive Emissions,CO2,2007,
Italy,Fugitive Emissions,CH4,2007,6.13
Italy,Fugitive Emissions,N2O,2007,0.04
Italy,Industrial Processes,All GHG,2007,30.29
Italy,Industrial Processes,CO2,2007,17.91
Italy,Industrial Processes,CH4,2007,0.07
Italy,Industrial Processes,N2O,2007,2.58
Italy,Industrial Processes,F-Gas,2007,9.73
Italy,Land-Use Change and Forestry,All GHG,2007,-34.66
Italy,Land-Use Change and Forestry,CO2,2007,-34.71
Italy,Land-Use Change and Forestry,CH4,2007,0.03
Italy,Land-Use Change and Forestry,N2O,2007,0.03
Italy,Manufacturing/Construction,All GHG,2007,60.72
Italy,Manufacturing/Construction,CO2,2007,60.54
Italy,Manufacturing/Construction,CH4,2007,0.06
Italy,Manufacturing/Construction,N2O,2007,0.11
Italy,Other Fuel Combustion,All GHG,2007,8.33
Italy,Other Fuel Combustion,CO2,2007,8.28
Italy,Other Fuel Combustion,CH4,2007,0.03
Italy,Other Fuel Combustion,N2O,2007,0.02
Italy,Total excluding LUCF,All GHG,2007,538.47
Italy,Total excluding LUCF,CO2,2007,459.37
Italy,Total excluding LUCF,CH4,2007,49.27
Italy,Total excluding LUCF,N2O,2007,20.1
Italy,Total excluding LUCF,F-Gas,2007,9.73
Italy,Total including LUCF,All GHG,2007,503.81
Italy,Total including LUCF,CO2,2007,424.66
Italy,Total including LUCF,CH4,2007,49.3
Italy,Total including LUCF,N2O,2007,20.12
Italy,Total including LUCF,F-Gas,2007,9.73
Italy,Transportation,All GHG,2007,127.57
Italy,Transportation,CO2,2007,124.73
Italy,Transportation,CH4,2007,0.61
Italy,Transportation,N2O,2007,2.23
Italy,Waste,All GHG,2007,20.17
Italy,Waste,CH4,2007,18.84
Italy,Waste,N2O,2007,1.33
Italy,Agriculture,All GHG,2006,34.07
Italy,Agriculture,CH4,2006,21.2
Italy,Agriculture,N2O,2006,12.87
Italy,Building,All GHG,2006,76.65
Italy,Building,CO2,2006,74.71
Italy,Building,CH4,2006,1.64
Italy,Building,N2O,2006,0.29
Italy,Bunker Fuels,All GHG,2006,17.29
Italy,Bunker Fuels,CO2,2006,17.14
Italy,Bunker Fuels,CH4,2006,0.02
Italy,Bunker Fuels,N2O,2006,0.14
Italy,Electricity/Heat,All GHG,2006,180.32
Italy,Electricity/Heat,CO2,2006,179.72
Italy,Electricity/Heat,CH4,2006,0.16
Italy,Electricity/Heat,N2O,2006,0.45
Italy,Energy,All GHG,2006,461.08
Italy,Energy,CO2,2006,449.18
Italy,Energy,CH4,2006,8.73
Italy,Energy,N2O,2006,3.16
Italy,Fugitive Emissions,All GHG,2006,6.25
Italy,Fugitive Emissions,CO2,2006,
Italy,Fugitive Emissions,CH4,2006,6.21
Italy,Fugitive Emissions,N2O,2006,0.04
Italy,Industrial Processes,All GHG,2006,29.64
Italy,Industrial Processes,CO2,2006,17.47
Italy,Industrial Processes,CH4,2006,0.08
Italy,Industrial Processes,N2O,2006,3.32
Italy,Industrial Processes,F-Gas,2006,8.78
Italy,Land-Use Change and Forestry,All GHG,2006,-34.71
Italy,Land-Use Change and Forestry,CO2,2006,-34.71
Italy,Land-Use Change and Forestry,CH4,2006,0.0
Italy,Land-Use Change and Forestry,N2O,2006,0.0
Italy,Manufacturing/Construction,All GHG,2006,61.94
Italy,Manufacturing/Construction,CO2,2006,61.76
Italy,Manufacturing/Construction,CH4,2006,0.07
Italy,Manufacturing/Construction,N2O,2006,0.11
Italy,Other Fuel Combustion,All GHG,2006,8.79
Italy,Other Fuel Combustion,CO2,2006,8.74
Italy,Other Fuel Combustion,CH4,2006,0.03
Italy,Other Fuel Combustion,N2O,2006,0.02
Italy,Total excluding LUCF,All GHG,2006,545.31
Italy,Total excluding LUCF,CO2,2006,466.65
Italy,Total excluding LUCF,CH4,2006,49.21
Italy,Total excluding LUCF,N2O,2006,20.67
Italy,Total excluding LUCF,F-Gas,2006,8.78
Italy,Total including LUCF,All GHG,2006,510.6
Italy,Total including LUCF,CO2,2006,431.94
Italy,Total including LUCF,CH4,2006,49.21
Italy,Total including LUCF,N2O,2006,20.67
Italy,Total including LUCF,F-Gas,2006,8.78
Italy,Transportation,All GHG,2006,127.14
Italy,Transportation,CO2,2006,124.26
Italy,Transportation,CH4,2006,0.63
Italy,Transportation,N2O,2006,2.25
Italy,Waste,All GHG,2006,20.52
Italy,Waste,CH4,2006,19.2
Italy,Waste,N2O,2006,1.32
Italy,Agriculture,All GHG,2005,34.21
Italy,Agriculture,CH4,2005,21.22
Italy,Agriculture,N2O,2005,12.99
Italy,Building,All GHG,2005,81.98
Italy,Building,CO2,2005,80.3
Italy,Building,CH4,2005,1.42
Italy,Building,N2O,2005,0.26
Italy,Bunker Fuels,All GHG,2005,16.36
Italy,Bunker Fuels,CO2,2005,16.21
Italy,Bunker Fuels,CH4,2005,0.02
Italy,Bunker Fuels,N2O,2005,0.13
Italy,Electricity/Heat,All GHG,2005,178.35
Italy,Electricity/Heat,CO2,2005,177.76
Italy,Electricity/Heat,CH4,2005,0.15
Italy,Electricity/Heat,N2O,2005,0.44
Italy,Energy,All GHG,2005,468.26
Italy,Energy,CO2,2005,456.43
Italy,Energy,CH4,2005,8.7
Italy,Energy,N2O,2005,3.14
Italy,Fugitive Emissions,All GHG,2005,6.42
Italy,Fugitive Emissions,CO2,2005,
Italy,Fugitive Emissions,CH4,2005,6.38
Italy,Fugitive Emissions,N2O,2005,0.04
Italy,Industrial Processes,All GHG,2005,33.66
Italy,Industrial Processes,CO2,2005,17.4
Italy,Industrial Processes,CH4,2005,0.07
Italy,Industrial Processes,N2O,2005,8.25
Italy,Industrial Processes,F-Gas,2005,7.93
Italy,Land-Use Change and Forestry,All GHG,2005,-34.71
Italy,Land-Use Change and Forestry,CO2,2005,-34.71
Italy,Land-Use Change and Forestry,CH4,2005,0.0
Italy,Land-Use Change and Forestry,N2O,2005,0.0
Italy,Manufacturing/Construction,All GHG,2005,66.66
Italy,Manufacturing/Construction,CO2,2005,66.47
Italy,Manufacturing/Construction,CH4,2005,0.07
Italy,Manufacturing/Construction,N2O,2005,0.12
Italy,Other Fuel Combustion,All GHG,2005,8.99
Italy,Other Fuel Combustion,CO2,2005,8.94
Italy,Other Fuel Combustion,CH4,2005,0.03
Italy,Other Fuel Combustion,N2O,2005,0.02
Italy,Total excluding LUCF,All GHG,2005,557.23
Italy,Total excluding LUCF,CO2,2005,473.83
Italy,Total excluding LUCF,CH4,2005,49.76
Italy,Total excluding LUCF,N2O,2005,25.7
Italy,Total excluding LUCF,F-Gas,2005,7.93
Italy,Total including LUCF,All GHG,2005,522.52
Italy,Total including LUCF,CO2,2005,439.12
Italy,Total including LUCF,CH4,2005,49.76
Italy,Total including LUCF,N2O,2005,25.7
Italy,Total including LUCF,F-Gas,2005,7.93
Italy,Transportation,All GHG,2005,125.86
Italy,Transportation,CO2,2005,122.96
Italy,Transportation,CH4,2005,0.65
Italy,Transportation,N2O,2005,2.25
Italy,Waste,All GHG,2005,21.1
Italy,Waste,CH4,2005,19.77
Italy,Waste,N2O,2005,1.32
Italy,Agriculture,All GHG,2004,35.48
Italy,Agriculture,CH4,2004,21.83
Italy,Agriculture,N2O,2004,13.64
Italy,Building,All GHG,2004,76.61
Italy,Building,CO2,2004,75.55
Italy,Building,CH4,2004,0.89
Italy,Building,N2O,2004,0.18
Italy,Bunker Fuels,All GHG,2004,15.82
Italy,Bunker Fuels,CO2,2004,15.67
Italy,Bunker Fuels,CH4,2004,0.02
Italy,Bunker Fuels,N2O,2004,0.13
Italy,Electricity/Heat,All GHG,2004,178.93
Italy,Electricity/Heat,CO2,2004,178.32
Italy,Electricity/Heat,CH4,2004,0.15
Italy,Electricity/Heat,N2O,2004,0.46
Italy,Energy,All GHG,2004,466.0
Italy,Energy,CO2,2004,454.99
Italy,Energy,CH4,2004,7.87
Italy,Energy,N2O,2004,3.13
Italy,Fugitive Emissions,All GHG,2004,6.09
Italy,Fugitive Emissions,CO2,2004,
Italy,Fugitive Emissions,CH4,2004,6.05
Italy,Fugitive Emissions,N2O,2004,0.04
Italy,Industrial Processes,All GHG,2004,33.34
Italy,Industrial Processes,CO2,2004,17.41
Italy,Industrial Processes,CH4,2004,0.07
Italy,Industrial Processes,N2O,2004,8.93
Italy,Industrial Processes,F-Gas,2004,6.93
Italy,Land-Use Change and Forestry,All GHG,2004,-34.71
Italy,Land-Use Change and Forestry,CO2,2004,-34.71
Italy,Land-Use Change and Forestry,CH4,2004,0.0
Italy,Land-Use Change and Forestry,N2O,2004,0.0
Italy,Manufacturing/Construction,All GHG,2004,68.48
Italy,Manufacturing/Construction,CO2,2004,68.28
Italy,Manufacturing/Construction,CH4,2004,0.07
Italy,Manufacturing/Construction,N2O,2004,0.13
Italy,Other Fuel Combustion,All GHG,2004,8.85
Italy,Other Fuel Combustion,CO2,2004,8.81
Italy,Other Fuel Combustion,CH4,2004,0.03
Italy,Other Fuel Combustion,N2O,2004,0.02
Italy,Total excluding LUCF,All GHG,2004,555.85
Italy,Total excluding LUCF,CO2,2004,472.4
Italy,Total excluding LUCF,CH4,2004,49.5
Italy,Total excluding LUCF,N2O,2004,27.02
Italy,Total excluding LUCF,F-Gas,2004,6.93
Italy,Total including LUCF,All GHG,2004,521.14
Italy,Total including LUCF,CO2,2004,437.69
Italy,Total including LUCF,CH4,2004,49.5
Italy,Total including LUCF,N2O,2004,27.02
Italy,Total including LUCF,F-Gas,2004,6.93
Italy,Transportation,All GHG,2004,127.03
Italy,Transportation,CO2,2004,124.04
Italy,Transportation,CH4,2004,0.68
Italy,Transportation,N2O,2004,2.31
Italy,Waste,All GHG,2004,21.04
Italy,Waste,CH4,2004,19.72
Italy,Waste,N2O,2004,1.32
